,episode_number,n,frequency,type,correct
758,84,2,45318,generalize,True
759,84,2,45318,generalize,True
760,84,2,45318,generalize,False
761,84,2,45318,retrieval,True
762,84,2,45318,retrieval,True
763,84,2,45318,retrieval,True
764,84,2,45318,retrieval,True
765,85,2,45318,generalize,True
766,85,2,45318,generalize,True
767,85,2,45318,generalize,True
768,85,2,45318,generalize,True
769,85,2,45318,generalize,False
770,85,2,45318,retrieval,True
771,85,2,45318,retrieval,True
772,85,2,45318,retrieval,True
773,85,2,45318,retrieval,True
774,86,2,45318,generalize,True
775,86,2,45318,generalize,True
776,86,2,45318,generalize,True
777,86,2,45318,generalize,True
778,86,2,45318,generalize,False
779,86,2,45318,retrieval,True
780,86,2,45318,retrieval,True
781,86,2,45318,retrieval,True
782,86,2,45318,retrieval,True
783,87,2,45318,generalize,True
784,87,2,45318,generalize,True
785,87,2,45318,generalize,True
786,87,2,45318,generalize,True
787,87,2,45318,generalize,False
788,87,2,45318,retrieval,True
789,87,2,45318,retrieval,True
790,87,2,45318,retrieval,True
791,87,2,45318,retrieval,True
792,88,2,45318,generalize,True
793,88,2,45318,generalize,True
794,88,2,45318,generalize,True
795,88,2,45318,generalize,True
796,88,2,45318,generalize,False
797,88,2,45318,retrieval,True
798,88,2,45318,retrieval,True
799,88,2,45318,retrieval,True
800,88,2,45318,retrieval,True
801,89,2,45318,generalize,True
802,89,2,45318,generalize,True
803,89,2,45318,generalize,True
804,89,2,45318,generalize,True
805,89,2,45318,generalize,False
806,89,2,45318,retrieval,True
807,89,2,45318,retrieval,True
808,89,2,45318,retrieval,True
809,89,2,45318,retrieval,True
810,90,2,45318,generalize,True
811,90,2,45318,generalize,True
812,90,2,45318,generalize,True
813,90,2,45318,generalize,True
814,90,2,45318,generalize,False
815,90,2,45318,retrieval,True
816,90,2,45318,retrieval,True
817,90,2,45318,retrieval,True
818,90,2,45318,retrieval,True
819,91,2,45318,generalize,True
820,91,2,45318,generalize,True
821,91,2,45318,generalize,True
822,91,2,45318,generalize,True
823,91,2,45318,generalize,True
824,91,2,45318,retrieval,True
825,91,2,45318,retrieval,True
826,91,2,45318,retrieval,True
827,91,2,45318,retrieval,True
828,92,2,45318,generalize,True
829,92,2,45318,generalize,True
830,92,2,45318,generalize,True
831,92,2,45318,generalize,True
832,92,2,45318,generalize,False
833,92,2,45318,retrieval,True
834,92,2,45318,retrieval,True
835,92,2,45318,retrieval,True
836,92,2,45318,retrieval,True
837,93,2,45318,generalize,True
838,93,2,45318,generalize,True
839,93,2,45318,generalize,True
840,93,2,45318,generalize,True
841,93,2,45318,generalize,False
842,93,2,45318,retrieval,True
843,93,2,45318,retrieval,True
844,93,2,45318,retrieval,True
845,93,2,45318,retrieval,True
846,94,2,45318,generalize,True
847,94,2,45318,generalize,True
848,94,2,45318,generalize,True
849,94,2,45318,generalize,True
850,94,2,45318,generalize,False
851,94,2,45318,retrieval,True
852,94,2,45318,retrieval,True
853,94,2,45318,retrieval,True
854,94,2,45318,retrieval,True
855,95,2,45318,generalize,True
856,95,2,45318,generalize,True
857,95,2,45318,generalize,True
858,95,2,45318,generalize,True
859,95,2,45318,generalize,False
860,95,2,45318,retrieval,True
861,95,2,45318,retrieval,True
862,95,2,45318,retrieval,True
863,95,2,45318,retrieval,True
864,96,2,45318,generalize,True
865,96,2,45318,generalize,True
866,96,2,45318,generalize,True
867,96,2,45318,generalize,True
868,96,2,45318,generalize,False
869,96,2,45318,retrieval,True
870,96,2,45318,retrieval,True
871,96,2,45318,retrieval,True
872,96,2,45318,retrieval,True
873,97,2,45318,generalize,True
874,97,2,45318,generalize,True
875,97,2,45318,generalize,True
876,97,2,45318,generalize,True
877,97,2,45318,generalize,False
878,97,2,45318,retrieval,True
879,97,2,45318,retrieval,True
880,97,2,45318,retrieval,True
881,97,2,45318,retrieval,True
882,98,2,45318,generalize,True
883,98,2,45318,generalize,True
884,98,2,45318,generalize,True
885,98,2,45318,generalize,True
886,98,2,45318,generalize,False
887,98,2,45318,retrieval,True
888,98,2,45318,retrieval,True
889,98,2,45318,retrieval,True
890,98,2,45318,retrieval,True
891,99,2,45318,generalize,True
892,99,2,45318,generalize,True
893,99,2,45318,generalize,True
894,99,2,45318,generalize,True
895,99,2,45318,generalize,False
896,99,2,45318,generalize,True
897,99,2,45318,generalize,True
898,99,2,45318,generalize,True
0,0,3,17964,generalize,True
1,0,3,17964,generalize,True
2,0,3,17964,generalize,True
3,0,3,17964,generalize,True
4,0,3,17964,generalize,True
5,0,3,17964,retrieval,True
6,0,3,17964,retrieval,True
7,0,3,17964,retrieval,True
8,0,3,17964,retrieval,True
9,1,3,17964,generalize,True
10,1,3,17964,generalize,True
11,1,3,17964,generalize,True
12,1,3,17964,generalize,True
13,1,3,17964,generalize,True
14,1,3,17964,retrieval,True
15,1,3,17964,retrieval,True
16,1,3,17964,retrieval,True
17,1,3,17964,retrieval,True
18,2,3,17964,generalize,True
19,2,3,17964,generalize,True
20,2,3,17964,generalize,True
21,2,3,17964,generalize,True
22,2,3,17964,generalize,True
23,2,3,17964,retrieval,True
24,2,3,17964,retrieval,True
25,2,3,17964,retrieval,True
26,2,3,17964,retrieval,True
27,3,3,17964,generalize,True
28,3,3,17964,generalize,True
29,3,3,17964,generalize,True
30,3,3,17964,generalize,True
31,3,3,17964,generalize,True
32,3,3,17964,retrieval,True
33,3,3,17964,retrieval,True
34,3,3,17964,retrieval,True
35,3,3,17964,retrieval,True
36,4,3,17964,generalize,True
37,4,3,17964,generalize,True
38,4,3,17964,generalize,True
39,4,3,17964,generalize,True
40,4,3,17964,generalize,True
41,4,3,17964,retrieval,True
42,4,3,17964,retrieval,True
43,4,3,17964,retrieval,True
44,4,3,17964,retrieval,True
45,5,3,17964,generalize,True
46,5,3,17964,generalize,True
47,5,3,17964,generalize,True
48,5,3,17964,generalize,True
49,5,3,17964,generalize,True
50,5,3,17964,retrieval,True
51,5,3,17964,retrieval,True
52,5,3,17964,retrieval,True
53,5,3,17964,retrieval,True
54,6,3,17964,generalize,True
55,6,3,17964,generalize,True
56,6,3,17964,generalize,True
57,6,3,17964,generalize,True
58,6,3,17964,generalize,True
59,6,3,17964,retrieval,True
60,6,3,17964,retrieval,True
61,6,3,17964,retrieval,True
62,6,3,17964,retrieval,True
63,7,3,17964,generalize,True
64,7,3,17964,generalize,True
65,7,3,17964,generalize,True
66,7,3,17964,generalize,True
67,7,3,17964,generalize,True
68,7,3,17964,retrieval,True
69,7,3,17964,retrieval,True
70,7,3,17964,retrieval,True
71,7,3,17964,retrieval,True
72,8,3,17964,generalize,True
73,8,3,17964,generalize,True
74,8,3,17964,generalize,True
75,8,3,17964,generalize,True
76,8,3,17964,generalize,True
77,8,3,17964,retrieval,True
78,8,3,17964,retrieval,True
79,8,3,17964,retrieval,True
80,8,3,17964,retrieval,True
81,9,3,17964,generalize,True
82,9,3,17964,generalize,True
83,9,3,17964,generalize,True
84,9,3,17964,generalize,True
85,9,3,17964,generalize,True
86,9,3,17964,retrieval,True
87,9,3,17964,retrieval,True
88,9,3,17964,retrieval,True
89,9,3,17964,retrieval,True
90,10,3,17964,generalize,True
91,10,3,17964,generalize,True
92,10,3,17964,generalize,True
93,10,3,17964,generalize,True
94,10,3,17964,generalize,True
95,10,3,17964,retrieval,True
96,10,3,17964,retrieval,True
97,10,3,17964,retrieval,True
98,10,3,17964,retrieval,True
99,11,3,17964,generalize,True
100,11,3,17964,generalize,True
101,11,3,17964,generalize,True
102,11,3,17964,generalize,True
103,11,3,17964,generalize,True
104,11,3,17964,retrieval,True
105,11,3,17964,retrieval,True
106,11,3,17964,retrieval,True
107,11,3,17964,retrieval,True
108,12,3,17964,generalize,True
109,12,3,17964,generalize,True
110,12,3,17964,generalize,True
111,12,3,17964,generalize,True
112,12,3,17964,generalize,True
113,12,3,17964,retrieval,True
114,12,3,17964,retrieval,True
115,12,3,17964,retrieval,True
116,12,3,17964,retrieval,True
117,13,3,17964,generalize,True
118,13,3,17964,generalize,True
119,13,3,17964,generalize,True
120,13,3,17964,generalize,True
121,13,3,17964,generalize,True
122,13,3,17964,retrieval,True
123,13,3,17964,retrieval,True
124,13,3,17964,retrieval,True
125,13,3,17964,retrieval,True
126,14,3,17964,generalize,True
127,14,3,17964,generalize,True
128,14,3,17964,generalize,True
129,14,3,17964,generalize,True
130,14,3,17964,generalize,True
131,14,3,17964,retrieval,True
132,14,3,17964,retrieval,True
133,14,3,17964,retrieval,True
134,14,3,17964,retrieval,True
135,15,3,17964,generalize,True
136,15,3,17964,generalize,True
137,15,3,17964,generalize,True
138,15,3,17964,generalize,True
139,15,3,17964,generalize,True
140,15,3,17964,retrieval,True
141,15,3,17964,retrieval,True
142,15,3,17964,retrieval,True
143,15,3,17964,retrieval,True
144,16,3,17964,generalize,True
145,16,3,17964,generalize,True
146,16,3,17964,generalize,True
147,16,3,17964,generalize,True
148,16,3,17964,generalize,True
149,16,3,17964,retrieval,True
150,16,3,17964,retrieval,True
151,16,3,17964,retrieval,True
152,16,3,17964,retrieval,True
153,17,3,17964,generalize,True
154,17,3,17964,generalize,True
155,17,3,17964,generalize,True
156,17,3,17964,generalize,True
157,17,3,17964,generalize,True
158,17,3,17964,retrieval,True
159,17,3,17964,retrieval,True
160,17,3,17964,retrieval,True
161,17,3,17964,retrieval,True
162,18,3,17964,generalize,True
163,18,3,17964,generalize,True
164,18,3,17964,generalize,True
165,18,3,17964,generalize,True
166,18,3,17964,generalize,True
167,18,3,17964,retrieval,True
168,18,3,17964,retrieval,True
169,18,3,17964,retrieval,True
170,18,3,17964,retrieval,True
171,19,3,17964,generalize,True
172,19,3,17964,generalize,True
173,19,3,17964,generalize,True
174,19,3,17964,generalize,True
175,19,3,17964,generalize,True
176,19,3,17964,retrieval,True
177,19,3,17964,retrieval,True
178,19,3,17964,retrieval,True
179,19,3,17964,retrieval,True
180,20,3,17964,generalize,True
181,20,3,17964,generalize,True
182,20,3,17964,generalize,True
183,20,3,17964,generalize,True
184,20,3,17964,generalize,True
185,20,3,17964,retrieval,True
186,20,3,17964,retrieval,True
187,20,3,17964,retrieval,True
188,20,3,17964,retrieval,True
189,21,3,17964,generalize,True
190,21,3,17964,generalize,True
191,21,3,17964,generalize,True
192,21,3,17964,generalize,True
193,21,3,17964,generalize,True
194,21,3,17964,retrieval,True
195,21,3,17964,retrieval,True
196,21,3,17964,retrieval,True
197,21,3,17964,retrieval,True
198,22,3,17964,generalize,True
199,22,3,17964,generalize,True
200,22,3,17964,generalize,True
201,22,3,17964,generalize,True
202,22,3,17964,generalize,True
203,22,3,17964,retrieval,True
204,22,3,17964,retrieval,True
205,22,3,17964,retrieval,True
206,22,3,17964,retrieval,True
207,23,3,17964,generalize,True
208,23,3,17964,generalize,True
209,23,3,17964,generalize,True
210,23,3,17964,generalize,True
211,23,3,17964,generalize,True
212,23,3,17964,retrieval,True
213,23,3,17964,retrieval,True
214,23,3,17964,retrieval,True
215,23,3,17964,retrieval,True
216,24,3,17964,generalize,True
217,24,3,17964,generalize,True
218,24,3,17964,generalize,True
219,24,3,17964,generalize,True
220,24,3,17964,generalize,True
221,24,3,17964,retrieval,True
222,24,3,17964,retrieval,True
223,24,3,17964,retrieval,True
224,24,3,17964,retrieval,True
225,25,3,17964,generalize,True
226,25,3,17964,generalize,True
227,25,3,17964,generalize,True
228,25,3,17964,generalize,True
229,25,3,17964,generalize,True
230,25,3,17964,retrieval,True
231,25,3,17964,retrieval,True
232,25,3,17964,retrieval,True
233,25,3,17964,retrieval,True
234,26,3,17964,generalize,True
235,26,3,17964,generalize,True
236,26,3,17964,generalize,True
237,26,3,17964,generalize,True
238,26,3,17964,generalize,True
239,26,3,17964,retrieval,True
240,26,3,17964,retrieval,True
241,26,3,17964,retrieval,True
242,26,3,17964,retrieval,True
243,27,3,17964,generalize,True
244,27,3,17964,generalize,True
245,27,3,17964,generalize,True
246,27,3,17964,generalize,True
247,27,3,17964,generalize,True
248,27,3,17964,retrieval,True
249,27,3,17964,retrieval,True
250,27,3,17964,retrieval,True
251,27,3,17964,retrieval,True
252,28,3,17964,generalize,True
253,28,3,17964,generalize,True
254,28,3,17964,generalize,True
255,28,3,17964,generalize,True
256,28,3,17964,generalize,True
257,28,3,17964,retrieval,True
258,28,3,17964,retrieval,True
259,28,3,17964,retrieval,True
260,28,3,17964,retrieval,True
261,29,3,17964,generalize,True
262,29,3,17964,generalize,True
263,29,3,17964,generalize,True
264,29,3,17964,generalize,True
265,29,3,17964,generalize,True
266,29,3,17964,retrieval,True
267,29,3,17964,retrieval,True
268,29,3,17964,retrieval,True
269,29,3,17964,retrieval,True
270,30,3,17964,generalize,True
271,30,3,17964,generalize,True
272,30,3,17964,generalize,True
273,30,3,17964,generalize,True
274,30,3,17964,generalize,True
275,30,3,17964,retrieval,True
276,30,3,17964,retrieval,True
277,30,3,17964,retrieval,True
278,30,3,17964,retrieval,True
279,31,3,17964,generalize,True
280,31,3,17964,generalize,True
281,31,3,17964,generalize,True
282,31,3,17964,generalize,True
283,31,3,17964,generalize,True
284,31,3,17964,retrieval,True
285,31,3,17964,retrieval,True
286,31,3,17964,retrieval,True
287,31,3,17964,retrieval,True
288,32,3,17964,generalize,True
289,32,3,17964,generalize,True
290,32,3,17964,generalize,True
291,32,3,17964,generalize,True
292,32,3,17964,generalize,True
293,32,3,17964,retrieval,True
294,32,3,17964,retrieval,True
295,32,3,17964,retrieval,True
296,32,3,17964,retrieval,True
297,33,3,17964,generalize,True
298,33,3,17964,generalize,True
299,33,3,17964,generalize,True
300,33,3,17964,generalize,True
301,33,3,17964,generalize,True
302,33,3,17964,retrieval,True
303,33,3,17964,retrieval,True
304,33,3,17964,retrieval,True
305,33,3,17964,retrieval,True
306,34,3,17964,generalize,True
307,34,3,17964,generalize,True
308,34,3,17964,generalize,True
309,34,3,17964,generalize,True
310,34,3,17964,generalize,True
311,34,3,17964,retrieval,True
312,34,3,17964,retrieval,True
313,34,3,17964,retrieval,True
314,34,3,17964,retrieval,True
315,35,3,17964,generalize,True
316,35,3,17964,generalize,True
317,35,3,17964,generalize,True
318,35,3,17964,generalize,True
319,35,3,17964,generalize,True
320,35,3,17964,retrieval,True
321,35,3,17964,retrieval,True
322,35,3,17964,retrieval,True
323,35,3,17964,retrieval,True
324,36,3,17964,generalize,True
325,36,3,17964,generalize,True
326,36,3,17964,generalize,True
327,36,3,17964,generalize,True
328,36,3,17964,generalize,True
329,36,3,17964,retrieval,True
330,36,3,17964,retrieval,True
331,36,3,17964,retrieval,True
332,36,3,17964,retrieval,True
333,37,3,17964,generalize,True
334,37,3,17964,generalize,True
335,37,3,17964,generalize,True
336,37,3,17964,generalize,True
337,37,3,17964,generalize,True
338,37,3,17964,retrieval,True
339,37,3,17964,retrieval,True
340,37,3,17964,retrieval,True
341,37,3,17964,retrieval,True
342,38,3,17964,generalize,True
343,38,3,17964,generalize,True
344,38,3,17964,generalize,True
345,38,3,17964,generalize,True
346,38,3,17964,generalize,True
347,38,3,17964,retrieval,True
348,38,3,17964,retrieval,True
349,38,3,17964,retrieval,True
350,38,3,17964,retrieval,True
351,39,3,17964,generalize,True
352,39,3,17964,generalize,True
353,39,3,17964,generalize,True
354,39,3,17964,generalize,True
355,39,3,17964,generalize,True
356,39,3,17964,retrieval,True
357,39,3,17964,retrieval,True
358,39,3,17964,retrieval,True
359,39,3,17964,retrieval,True
360,40,3,17964,generalize,True
361,40,3,17964,generalize,True
362,40,3,17964,generalize,True
363,40,3,17964,generalize,True
364,40,3,17964,generalize,True
365,40,3,17964,retrieval,True
366,40,3,17964,retrieval,True
367,40,3,17964,retrieval,True
368,40,3,17964,retrieval,True
369,41,3,17964,generalize,True
370,41,3,17964,generalize,True
371,41,3,17964,generalize,True
372,41,3,17964,generalize,True
373,41,3,17964,generalize,True
374,41,3,17964,retrieval,True
375,41,3,17964,retrieval,True
376,41,3,17964,retrieval,True
377,41,3,17964,retrieval,True
378,42,3,17964,generalize,True
379,42,3,17964,generalize,True
380,42,3,17964,generalize,True
381,42,3,17964,generalize,True
382,42,3,17964,generalize,True
383,42,3,17964,retrieval,True
384,42,3,17964,retrieval,True
385,42,3,17964,retrieval,True
386,42,3,17964,retrieval,True
387,43,3,17964,generalize,True
388,43,3,17964,generalize,True
389,43,3,17964,generalize,True
390,43,3,17964,generalize,True
391,43,3,17964,generalize,True
392,43,3,17964,retrieval,True
393,43,3,17964,retrieval,True
394,43,3,17964,retrieval,True
395,43,3,17964,retrieval,True
396,44,3,17964,generalize,True
397,44,3,17964,generalize,True
398,44,3,17964,generalize,True
399,44,3,17964,generalize,True
400,44,3,17964,generalize,True
401,44,3,17964,retrieval,True
402,44,3,17964,retrieval,True
403,44,3,17964,retrieval,True
404,44,3,17964,retrieval,True
405,45,3,17964,generalize,True
406,45,3,17964,generalize,True
407,45,3,17964,generalize,True
408,45,3,17964,generalize,True
409,45,3,17964,generalize,True
410,45,3,17964,retrieval,True
411,45,3,17964,retrieval,True
412,45,3,17964,retrieval,True
413,45,3,17964,retrieval,True
414,46,3,17964,generalize,True
415,46,3,17964,generalize,True
416,46,3,17964,generalize,True
417,46,3,17964,generalize,True
418,46,3,17964,generalize,True
419,46,3,17964,retrieval,True
420,46,3,17964,retrieval,True
421,46,3,17964,retrieval,True
422,46,3,17964,retrieval,True
423,47,3,17964,generalize,True
424,47,3,17964,generalize,True
425,47,3,17964,generalize,True
426,47,3,17964,generalize,True
427,47,3,17964,generalize,True
428,47,3,17964,retrieval,True
429,47,3,17964,retrieval,True
430,47,3,17964,retrieval,True
431,47,3,17964,retrieval,True
432,48,3,17964,generalize,True
433,48,3,17964,generalize,True
434,48,3,17964,generalize,True
435,48,3,17964,generalize,True
436,48,3,17964,generalize,True
437,48,3,17964,retrieval,True
438,48,3,17964,retrieval,True
439,48,3,17964,retrieval,True
440,48,3,17964,retrieval,True
441,49,3,17964,generalize,True
442,49,3,17964,generalize,True
443,49,3,17964,generalize,True
444,49,3,17964,generalize,True
445,49,3,17964,generalize,True
446,49,3,17964,retrieval,True
447,49,3,17964,retrieval,True
448,49,3,17964,retrieval,True
449,49,3,17964,retrieval,True
450,50,3,17964,generalize,True
451,50,3,17964,generalize,True
452,50,3,17964,generalize,True
453,50,3,17964,generalize,True
454,50,3,17964,generalize,True
455,50,3,17964,retrieval,True
456,50,3,17964,retrieval,True
457,50,3,17964,retrieval,True
458,50,3,17964,retrieval,True
459,51,3,17964,generalize,True
460,51,3,17964,generalize,True
461,51,3,17964,generalize,True
462,51,3,17964,generalize,True
463,51,3,17964,generalize,True
464,51,3,17964,retrieval,True
465,51,3,17964,retrieval,True
466,51,3,17964,retrieval,True
467,51,3,17964,retrieval,True
468,52,3,17964,generalize,True
469,52,3,17964,generalize,True
470,52,3,17964,generalize,True
471,52,3,17964,generalize,True
472,52,3,17964,generalize,True
473,52,3,17964,retrieval,True
474,52,3,17964,retrieval,True
475,52,3,17964,retrieval,True
476,52,3,17964,retrieval,True
477,53,3,17964,generalize,True
478,53,3,17964,generalize,True
479,53,3,17964,generalize,True
480,53,3,17964,generalize,True
481,53,3,17964,generalize,True
482,53,3,17964,retrieval,True
483,53,3,17964,retrieval,True
484,53,3,17964,retrieval,True
485,53,3,17964,retrieval,True
486,54,3,17964,generalize,True
487,54,3,17964,generalize,True
488,54,3,17964,generalize,True
489,54,3,17964,generalize,True
490,54,3,17964,generalize,True
491,54,3,17964,retrieval,True
492,54,3,17964,retrieval,True
493,54,3,17964,retrieval,True
494,54,3,17964,retrieval,True
495,55,3,17964,generalize,True
496,55,3,17964,generalize,True
497,55,3,17964,generalize,True
498,55,3,17964,generalize,True
499,55,3,17964,generalize,True
500,55,3,17964,retrieval,True
501,55,3,17964,retrieval,True
502,55,3,17964,retrieval,True
503,55,3,17964,retrieval,True
504,56,3,17964,generalize,True
505,56,3,17964,generalize,True
506,56,3,17964,generalize,True
507,56,3,17964,generalize,True
508,56,3,17964,generalize,True
509,56,3,17964,retrieval,True
510,56,3,17964,retrieval,True
511,56,3,17964,retrieval,True
512,56,3,17964,retrieval,True
513,57,3,17964,generalize,True
514,57,3,17964,generalize,True
515,57,3,17964,generalize,True
516,57,3,17964,generalize,True
517,57,3,17964,generalize,True
518,57,3,17964,retrieval,True
519,57,3,17964,retrieval,True
520,57,3,17964,retrieval,True
521,57,3,17964,retrieval,True
522,58,3,17964,generalize,True
523,58,3,17964,generalize,True
524,58,3,17964,generalize,True
525,58,3,17964,generalize,True
526,58,3,17964,generalize,True
527,58,3,17964,retrieval,True
528,58,3,17964,retrieval,True
529,58,3,17964,retrieval,True
530,58,3,17964,retrieval,True
531,59,3,17964,generalize,True
532,59,3,17964,generalize,True
533,59,3,17964,generalize,True
534,59,3,17964,generalize,True
535,59,3,17964,generalize,True
536,59,3,17964,retrieval,True
537,59,3,17964,retrieval,True
538,59,3,17964,retrieval,True
539,59,3,17964,retrieval,True
540,60,3,17964,generalize,True
541,60,3,17964,generalize,True
542,60,3,17964,generalize,True
543,60,3,17964,generalize,True
544,60,3,17964,generalize,True
545,60,3,17964,retrieval,True
546,60,3,17964,retrieval,True
547,60,3,17964,retrieval,True
548,60,3,17964,retrieval,True
549,61,3,17964,generalize,True
550,61,3,17964,generalize,True
551,61,3,17964,generalize,True
552,61,3,17964,generalize,True
553,61,3,17964,generalize,True
554,61,3,17964,retrieval,True
555,61,3,17964,retrieval,True
556,61,3,17964,retrieval,True
557,61,3,17964,retrieval,True
558,62,3,17964,generalize,True
559,62,3,17964,generalize,True
560,62,3,17964,generalize,True
561,62,3,17964,generalize,True
562,62,3,17964,generalize,True
563,62,3,17964,retrieval,True
564,62,3,17964,retrieval,True
565,62,3,17964,retrieval,True
566,62,3,17964,retrieval,True
567,63,3,17964,generalize,True
568,63,3,17964,generalize,True
569,63,3,17964,generalize,True
570,63,3,17964,generalize,True
571,63,3,17964,generalize,True
572,63,3,17964,retrieval,True
573,63,3,17964,retrieval,True
574,63,3,17964,retrieval,True
575,63,3,17964,retrieval,True
576,64,3,17964,generalize,True
577,64,3,17964,generalize,True
578,64,3,17964,generalize,True
579,64,3,17964,generalize,True
580,64,3,17964,generalize,True
581,64,3,17964,retrieval,True
582,64,3,17964,retrieval,True
583,64,3,17964,retrieval,True
584,64,3,17964,retrieval,True
585,65,3,17964,generalize,True
586,65,3,17964,generalize,True
587,65,3,17964,generalize,True
588,65,3,17964,generalize,True
589,65,3,17964,generalize,True
590,65,3,17964,retrieval,True
591,65,3,17964,retrieval,True
592,65,3,17964,retrieval,True
593,65,3,17964,retrieval,True
594,66,3,17964,generalize,True
595,66,3,17964,generalize,True
596,66,3,17964,generalize,True
597,66,3,17964,generalize,True
598,66,3,17964,generalize,True
599,66,3,17964,retrieval,True
600,66,3,17964,retrieval,True
601,66,3,17964,retrieval,True
602,66,3,17964,retrieval,True
603,67,3,17964,generalize,True
604,67,3,17964,generalize,True
605,67,3,17964,generalize,True
606,67,3,17964,generalize,True
607,67,3,17964,generalize,True
608,67,3,17964,retrieval,True
609,67,3,17964,retrieval,True
610,67,3,17964,retrieval,True
611,67,3,17964,retrieval,True
612,68,3,17964,generalize,True
613,68,3,17964,generalize,True
614,68,3,17964,generalize,True
615,68,3,17964,generalize,True
616,68,3,17964,generalize,True
617,68,3,17964,retrieval,True
618,68,3,17964,retrieval,True
619,68,3,17964,retrieval,True
620,68,3,17964,retrieval,True
621,69,3,17964,generalize,True
622,69,3,17964,generalize,True
623,69,3,17964,generalize,True
624,69,3,17964,generalize,True
625,69,3,17964,generalize,True
626,69,3,17964,retrieval,True
627,69,3,17964,retrieval,True
628,69,3,17964,retrieval,True
629,69,3,17964,retrieval,True
630,70,3,17964,generalize,True
631,70,3,17964,generalize,True
632,70,3,17964,generalize,True
633,70,3,17964,generalize,True
634,70,3,17964,generalize,True
635,70,3,17964,retrieval,True
636,70,3,17964,retrieval,True
637,70,3,17964,retrieval,True
638,70,3,17964,retrieval,True
639,71,3,17964,generalize,True
640,71,3,17964,generalize,True
641,71,3,17964,generalize,True
642,71,3,17964,generalize,True
643,71,3,17964,generalize,True
644,71,3,17964,retrieval,True
645,71,3,17964,retrieval,True
646,71,3,17964,retrieval,True
647,71,3,17964,retrieval,True
648,72,3,17964,generalize,True
649,72,3,17964,generalize,True
650,72,3,17964,generalize,True
651,72,3,17964,generalize,True
652,72,3,17964,generalize,True
653,72,3,17964,retrieval,True
654,72,3,17964,retrieval,True
655,72,3,17964,retrieval,True
656,72,3,17964,retrieval,True
657,73,3,17964,generalize,True
658,73,3,17964,generalize,True
659,73,3,17964,generalize,True
660,73,3,17964,generalize,True
661,73,3,17964,generalize,True
662,73,3,17964,retrieval,True
663,73,3,17964,retrieval,True
664,73,3,17964,retrieval,True
665,73,3,17964,retrieval,True
666,74,3,17964,generalize,True
667,74,3,17964,generalize,True
668,74,3,17964,generalize,True
669,74,3,17964,generalize,True
670,74,3,17964,generalize,True
671,74,3,17964,retrieval,True
672,74,3,17964,retrieval,True
673,74,3,17964,retrieval,True
674,74,3,17964,retrieval,True
675,75,3,17964,generalize,True
676,75,3,17964,generalize,True
677,75,3,17964,generalize,True
678,75,3,17964,generalize,True
679,75,3,17964,generalize,True
680,75,3,17964,retrieval,True
681,75,3,17964,retrieval,True
682,75,3,17964,retrieval,True
683,75,3,17964,retrieval,True
684,76,3,17964,generalize,True
685,76,3,17964,generalize,True
686,76,3,17964,generalize,True
687,76,3,17964,generalize,True
688,76,3,17964,generalize,True
689,76,3,17964,retrieval,True
690,76,3,17964,retrieval,True
691,76,3,17964,retrieval,True
692,76,3,17964,retrieval,True
693,77,3,17964,generalize,True
694,77,3,17964,generalize,True
695,77,3,17964,generalize,True
696,77,3,17964,generalize,True
697,77,3,17964,generalize,True
698,77,3,17964,retrieval,True
699,77,3,17964,retrieval,True
700,77,3,17964,retrieval,True
701,77,3,17964,retrieval,True
702,78,3,17964,generalize,True
703,78,3,17964,generalize,True
704,78,3,17964,generalize,True
705,78,3,17964,generalize,True
706,78,3,17964,generalize,True
707,78,3,17964,retrieval,True
708,78,3,17964,retrieval,True
709,78,3,17964,retrieval,True
710,78,3,17964,retrieval,True
711,79,3,17964,generalize,True
712,79,3,17964,generalize,True
713,79,3,17964,generalize,True
714,79,3,17964,generalize,True
715,79,3,17964,generalize,True
716,79,3,17964,retrieval,True
717,79,3,17964,retrieval,True
718,79,3,17964,retrieval,True
719,79,3,17964,retrieval,True
720,80,3,17964,generalize,True
721,80,3,17964,generalize,True
722,80,3,17964,generalize,True
723,80,3,17964,generalize,True
724,80,3,17964,generalize,True
725,80,3,17964,retrieval,True
726,80,3,17964,retrieval,True
727,80,3,17964,retrieval,True
728,80,3,17964,retrieval,True
729,81,3,17964,generalize,True
730,81,3,17964,generalize,True
731,81,3,17964,generalize,True
732,81,3,17964,generalize,True
733,81,3,17964,generalize,True
734,81,3,17964,retrieval,True
735,81,3,17964,retrieval,True
736,81,3,17964,retrieval,True
737,81,3,17964,retrieval,True
738,82,3,17964,generalize,True
739,82,3,17964,generalize,True
740,82,3,17964,generalize,True
741,82,3,17964,generalize,True
742,82,3,17964,generalize,True
743,82,3,17964,retrieval,True
744,82,3,17964,retrieval,True
745,82,3,17964,retrieval,True
746,82,3,17964,retrieval,True
747,83,3,17964,generalize,True
748,83,3,17964,generalize,True
749,83,3,17964,generalize,True
750,83,3,17964,generalize,True
751,83,3,17964,generalize,True
752,83,3,17964,retrieval,True
753,83,3,17964,retrieval,True
754,83,3,17964,retrieval,True
755,83,3,17964,retrieval,True
756,84,3,17964,generalize,True
757,84,3,17964,generalize,True
758,84,3,17964,generalize,True
759,84,3,17964,generalize,True
760,84,3,17964,generalize,True
761,84,3,17964,retrieval,True
762,84,3,17964,retrieval,True
763,84,3,17964,retrieval,True
