,episode_number,n,frequency,model,type,correct,pure_application
368,40,4,7200,replication.pt,retrieval,True,False
369,41,4,7200,replication.pt,generalize,True,True
370,41,4,7200,replication.pt,generalize,True,False
371,41,4,7200,replication.pt,generalize,True,False
372,41,4,7200,replication.pt,generalize,True,False
373,41,4,7200,replication.pt,generalize,True,False
374,41,4,7200,replication.pt,retrieval,True,False
375,41,4,7200,replication.pt,retrieval,True,False
376,41,4,7200,replication.pt,retrieval,True,False
377,41,4,7200,replication.pt,retrieval,True,False
378,42,4,7200,replication.pt,generalize,True,True
379,42,4,7200,replication.pt,generalize,True,False
380,42,4,7200,replication.pt,generalize,True,False
381,42,4,7200,replication.pt,generalize,True,False
382,42,4,7200,replication.pt,generalize,True,False
383,42,4,7200,replication.pt,retrieval,True,False
384,42,4,7200,replication.pt,retrieval,True,False
385,42,4,7200,replication.pt,retrieval,True,False
386,42,4,7200,replication.pt,retrieval,True,False
387,43,4,7200,replication.pt,generalize,True,True
388,43,4,7200,replication.pt,generalize,True,False
389,43,4,7200,replication.pt,generalize,True,False
390,43,4,7200,replication.pt,generalize,True,False
391,43,4,7200,replication.pt,generalize,True,False
392,43,4,7200,replication.pt,retrieval,True,False
393,43,4,7200,replication.pt,retrieval,True,False
394,43,4,7200,replication.pt,retrieval,True,False
395,43,4,7200,replication.pt,retrieval,True,False
396,44,4,7200,replication.pt,generalize,True,True
397,44,4,7200,replication.pt,generalize,True,False
398,44,4,7200,replication.pt,generalize,True,False
399,44,4,7200,replication.pt,generalize,True,False
400,44,4,7200,replication.pt,generalize,True,False
401,44,4,7200,replication.pt,retrieval,True,False
402,44,4,7200,replication.pt,retrieval,True,False
403,44,4,7200,replication.pt,retrieval,True,False
404,44,4,7200,replication.pt,retrieval,True,False
405,45,4,7200,replication.pt,generalize,True,True
406,45,4,7200,replication.pt,generalize,True,False
407,45,4,7200,replication.pt,generalize,True,False
408,45,4,7200,replication.pt,generalize,True,False
409,45,4,7200,replication.pt,generalize,True,False
410,45,4,7200,replication.pt,retrieval,True,False
411,45,4,7200,replication.pt,retrieval,True,False
412,45,4,7200,replication.pt,retrieval,True,False
413,45,4,7200,replication.pt,retrieval,True,False
414,46,4,7200,replication.pt,generalize,True,True
415,46,4,7200,replication.pt,generalize,True,False
416,46,4,7200,replication.pt,generalize,True,False
417,46,4,7200,replication.pt,generalize,True,False
418,46,4,7200,replication.pt,generalize,True,False
419,46,4,7200,replication.pt,retrieval,True,False
420,46,4,7200,replication.pt,retrieval,True,False
421,46,4,7200,replication.pt,retrieval,True,False
422,46,4,7200,replication.pt,retrieval,True,False
423,47,4,7200,replication.pt,generalize,True,True
424,47,4,7200,replication.pt,generalize,True,False
425,47,4,7200,replication.pt,generalize,True,False
426,47,4,7200,replication.pt,generalize,True,False
427,47,4,7200,replication.pt,generalize,True,False
428,47,4,7200,replication.pt,retrieval,True,False
429,47,4,7200,replication.pt,retrieval,True,False
430,47,4,7200,replication.pt,retrieval,True,False
431,47,4,7200,replication.pt,retrieval,True,False
432,48,4,7200,replication.pt,generalize,True,True
433,48,4,7200,replication.pt,generalize,True,False
434,48,4,7200,replication.pt,generalize,True,False
435,48,4,7200,replication.pt,generalize,True,False
436,48,4,7200,replication.pt,generalize,True,False
437,48,4,7200,replication.pt,retrieval,True,False
438,48,4,7200,replication.pt,retrieval,True,False
439,48,4,7200,replication.pt,retrieval,True,False
440,48,4,7200,replication.pt,retrieval,True,False
441,49,4,7200,replication.pt,generalize,True,True
442,49,4,7200,replication.pt,generalize,True,False
443,49,4,7200,replication.pt,generalize,True,False
444,49,4,7200,replication.pt,generalize,True,False
445,49,4,7200,replication.pt,generalize,True,False
446,49,4,7200,replication.pt,retrieval,True,False
447,49,4,7200,replication.pt,retrieval,True,False
448,49,4,7200,replication.pt,retrieval,True,False
449,49,4,7200,replication.pt,retrieval,True,False
450,50,4,7200,replication.pt,generalize,True,True
451,50,4,7200,replication.pt,generalize,True,False
452,50,4,7200,replication.pt,generalize,True,False
453,50,4,7200,replication.pt,generalize,True,False
454,50,4,7200,replication.pt,generalize,True,False
455,50,4,7200,replication.pt,retrieval,True,False
456,50,4,7200,replication.pt,retrieval,True,False
457,50,4,7200,replication.pt,retrieval,True,False
458,50,4,7200,replication.pt,retrieval,True,False
459,51,4,7200,replication.pt,generalize,True,True
460,51,4,7200,replication.pt,generalize,True,False
461,51,4,7200,replication.pt,generalize,True,False
462,51,4,7200,replication.pt,generalize,True,False
463,51,4,7200,replication.pt,generalize,True,False
464,51,4,7200,replication.pt,retrieval,True,False
465,51,4,7200,replication.pt,retrieval,True,False
466,51,4,7200,replication.pt,retrieval,True,False
467,51,4,7200,replication.pt,retrieval,True,False
468,52,4,7200,replication.pt,generalize,True,True
469,52,4,7200,replication.pt,generalize,True,False
470,52,4,7200,replication.pt,generalize,True,False
471,52,4,7200,replication.pt,generalize,True,False
472,52,4,7200,replication.pt,generalize,True,False
473,52,4,7200,replication.pt,retrieval,True,False
474,52,4,7200,replication.pt,retrieval,True,False
475,52,4,7200,replication.pt,retrieval,True,False
476,52,4,7200,replication.pt,retrieval,True,False
477,53,4,7200,replication.pt,generalize,True,True
478,53,4,7200,replication.pt,generalize,True,False
479,53,4,7200,replication.pt,generalize,True,False
480,53,4,7200,replication.pt,generalize,True,False
481,53,4,7200,replication.pt,generalize,True,False
482,53,4,7200,replication.pt,retrieval,True,False
483,53,4,7200,replication.pt,retrieval,True,False
484,53,4,7200,replication.pt,retrieval,True,False
485,53,4,7200,replication.pt,retrieval,True,False
486,54,4,7200,replication.pt,generalize,True,True
487,54,4,7200,replication.pt,generalize,True,False
488,54,4,7200,replication.pt,generalize,True,False
489,54,4,7200,replication.pt,generalize,False,False
490,54,4,7200,replication.pt,generalize,True,False
491,54,4,7200,replication.pt,retrieval,True,False
492,54,4,7200,replication.pt,retrieval,True,False
493,54,4,7200,replication.pt,retrieval,True,False
494,54,4,7200,replication.pt,retrieval,True,False
495,55,4,7200,replication.pt,generalize,True,True
496,55,4,7200,replication.pt,generalize,True,False
497,55,4,7200,replication.pt,generalize,True,False
498,55,4,7200,replication.pt,generalize,True,False
499,55,4,7200,replication.pt,generalize,True,False
500,55,4,7200,replication.pt,retrieval,True,False
501,55,4,7200,replication.pt,retrieval,True,False
502,55,4,7200,replication.pt,retrieval,True,False
503,55,4,7200,replication.pt,retrieval,True,False
504,56,4,7200,replication.pt,generalize,True,True
505,56,4,7200,replication.pt,generalize,True,False
506,56,4,7200,replication.pt,generalize,True,False
507,56,4,7200,replication.pt,generalize,True,False
508,56,4,7200,replication.pt,generalize,True,False
509,56,4,7200,replication.pt,retrieval,True,False
510,56,4,7200,replication.pt,retrieval,True,False
511,56,4,7200,replication.pt,retrieval,True,False
512,56,4,7200,replication.pt,retrieval,True,False
513,57,4,7200,replication.pt,generalize,True,True
514,57,4,7200,replication.pt,generalize,True,False
515,57,4,7200,replication.pt,generalize,True,False
516,57,4,7200,replication.pt,generalize,True,False
517,57,4,7200,replication.pt,generalize,True,False
518,57,4,7200,replication.pt,retrieval,True,False
519,57,4,7200,replication.pt,retrieval,True,False
520,57,4,7200,replication.pt,retrieval,True,False
521,57,4,7200,replication.pt,retrieval,True,False
522,58,4,7200,replication.pt,generalize,True,True
523,58,4,7200,replication.pt,generalize,True,False
524,58,4,7200,replication.pt,generalize,True,False
525,58,4,7200,replication.pt,generalize,True,False
526,58,4,7200,replication.pt,generalize,True,False
527,58,4,7200,replication.pt,retrieval,True,False
528,58,4,7200,replication.pt,retrieval,True,False
529,58,4,7200,replication.pt,retrieval,True,False
530,58,4,7200,replication.pt,retrieval,True,False
531,59,4,7200,replication.pt,generalize,True,True
532,59,4,7200,replication.pt,generalize,True,False
533,59,4,7200,replication.pt,generalize,True,False
534,59,4,7200,replication.pt,generalize,False,False
535,59,4,7200,replication.pt,generalize,True,False
536,59,4,7200,replication.pt,retrieval,True,False
537,59,4,7200,replication.pt,retrieval,True,False
538,59,4,7200,replication.pt,retrieval,True,False
539,59,4,7200,replication.pt,retrieval,True,False
540,60,4,7200,replication.pt,generalize,True,True
541,60,4,7200,replication.pt,generalize,True,False
542,60,4,7200,replication.pt,generalize,True,False
543,60,4,7200,replication.pt,generalize,True,False
544,60,4,7200,replication.pt,generalize,True,False
545,60,4,7200,replication.pt,retrieval,True,False
546,60,4,7200,replication.pt,retrieval,True,False
547,60,4,7200,replication.pt,retrieval,True,False
548,60,4,7200,replication.pt,retrieval,True,False
549,61,4,7200,replication.pt,generalize,True,True
550,61,4,7200,replication.pt,generalize,True,False
551,61,4,7200,replication.pt,generalize,True,False
552,61,4,7200,replication.pt,generalize,True,False
553,61,4,7200,replication.pt,generalize,True,False
554,61,4,7200,replication.pt,retrieval,True,False
555,61,4,7200,replication.pt,retrieval,True,False
556,61,4,7200,replication.pt,retrieval,True,False
557,61,4,7200,replication.pt,retrieval,True,False
558,62,4,7200,replication.pt,generalize,True,True
559,62,4,7200,replication.pt,generalize,True,False
560,62,4,7200,replication.pt,generalize,True,False
561,62,4,7200,replication.pt,generalize,True,False
562,62,4,7200,replication.pt,generalize,True,False
563,62,4,7200,replication.pt,retrieval,True,False
564,62,4,7200,replication.pt,retrieval,True,False
565,62,4,7200,replication.pt,retrieval,True,False
566,62,4,7200,replication.pt,retrieval,True,False
567,63,4,7200,replication.pt,generalize,True,True
568,63,4,7200,replication.pt,generalize,True,False
569,63,4,7200,replication.pt,generalize,True,False
570,63,4,7200,replication.pt,generalize,True,False
571,63,4,7200,replication.pt,generalize,True,False
572,63,4,7200,replication.pt,retrieval,True,False
573,63,4,7200,replication.pt,retrieval,True,False
574,63,4,7200,replication.pt,retrieval,True,False
575,63,4,7200,replication.pt,retrieval,True,False
576,64,4,7200,replication.pt,generalize,True,True
577,64,4,7200,replication.pt,generalize,True,False
578,64,4,7200,replication.pt,generalize,True,False
579,64,4,7200,replication.pt,generalize,True,False
580,64,4,7200,replication.pt,generalize,True,False
581,64,4,7200,replication.pt,retrieval,True,False
582,64,4,7200,replication.pt,retrieval,True,False
583,64,4,7200,replication.pt,retrieval,True,False
584,64,4,7200,replication.pt,retrieval,True,False
585,65,4,7200,replication.pt,generalize,True,True
586,65,4,7200,replication.pt,generalize,True,False
587,65,4,7200,replication.pt,generalize,True,False
588,65,4,7200,replication.pt,generalize,True,False
589,65,4,7200,replication.pt,generalize,True,False
590,65,4,7200,replication.pt,retrieval,True,False
591,65,4,7200,replication.pt,retrieval,True,False
592,65,4,7200,replication.pt,retrieval,True,False
593,65,4,7200,replication.pt,retrieval,True,False
594,66,4,7200,replication.pt,generalize,True,True
595,66,4,7200,replication.pt,generalize,True,False
596,66,4,7200,replication.pt,generalize,True,False
597,66,4,7200,replication.pt,generalize,True,False
598,66,4,7200,replication.pt,generalize,True,False
599,66,4,7200,replication.pt,retrieval,True,False
600,66,4,7200,replication.pt,retrieval,True,False
601,66,4,7200,replication.pt,retrieval,True,False
602,66,4,7200,replication.pt,retrieval,True,False
603,67,4,7200,replication.pt,generalize,True,True
604,67,4,7200,replication.pt,generalize,True,False
605,67,4,7200,replication.pt,generalize,True,False
606,67,4,7200,replication.pt,generalize,True,False
607,67,4,7200,replication.pt,generalize,True,False
608,67,4,7200,replication.pt,retrieval,True,False
609,67,4,7200,replication.pt,retrieval,True,False
610,67,4,7200,replication.pt,retrieval,True,False
611,67,4,7200,replication.pt,retrieval,True,False
612,68,4,7200,replication.pt,generalize,True,True
613,68,4,7200,replication.pt,generalize,True,False
614,68,4,7200,replication.pt,generalize,True,False
615,68,4,7200,replication.pt,generalize,False,False
616,68,4,7200,replication.pt,generalize,True,False
617,68,4,7200,replication.pt,retrieval,True,False
618,68,4,7200,replication.pt,retrieval,True,False
619,68,4,7200,replication.pt,retrieval,True,False
620,68,4,7200,replication.pt,retrieval,True,False
621,69,4,7200,replication.pt,generalize,True,True
622,69,4,7200,replication.pt,generalize,True,False
623,69,4,7200,replication.pt,generalize,True,False
624,69,4,7200,replication.pt,generalize,True,False
625,69,4,7200,replication.pt,generalize,True,False
626,69,4,7200,replication.pt,retrieval,True,False
627,69,4,7200,replication.pt,retrieval,True,False
628,69,4,7200,replication.pt,retrieval,True,False
629,69,4,7200,replication.pt,retrieval,True,False
630,70,4,7200,replication.pt,generalize,True,True
631,70,4,7200,replication.pt,generalize,True,False
632,70,4,7200,replication.pt,generalize,True,False
633,70,4,7200,replication.pt,generalize,True,False
634,70,4,7200,replication.pt,generalize,True,False
635,70,4,7200,replication.pt,retrieval,True,False
636,70,4,7200,replication.pt,retrieval,True,False
637,70,4,7200,replication.pt,retrieval,True,False
638,70,4,7200,replication.pt,retrieval,True,False
639,71,4,7200,replication.pt,generalize,True,True
640,71,4,7200,replication.pt,generalize,True,False
641,71,4,7200,replication.pt,generalize,True,False
642,71,4,7200,replication.pt,generalize,True,False
643,71,4,7200,replication.pt,generalize,True,False
644,71,4,7200,replication.pt,retrieval,True,False
645,71,4,7200,replication.pt,retrieval,True,False
646,71,4,7200,replication.pt,retrieval,True,False
647,71,4,7200,replication.pt,retrieval,True,False
648,72,4,7200,replication.pt,generalize,True,True
649,72,4,7200,replication.pt,generalize,True,False
650,72,4,7200,replication.pt,generalize,True,False
651,72,4,7200,replication.pt,generalize,True,False
652,72,4,7200,replication.pt,generalize,True,False
653,72,4,7200,replication.pt,retrieval,True,False
654,72,4,7200,replication.pt,retrieval,True,False
655,72,4,7200,replication.pt,retrieval,True,False
656,72,4,7200,replication.pt,retrieval,True,False
657,73,4,7200,replication.pt,generalize,True,True
658,73,4,7200,replication.pt,generalize,True,False
659,73,4,7200,replication.pt,generalize,True,False
660,73,4,7200,replication.pt,generalize,True,False
661,73,4,7200,replication.pt,generalize,True,False
662,73,4,7200,replication.pt,retrieval,True,False
663,73,4,7200,replication.pt,retrieval,True,False
664,73,4,7200,replication.pt,retrieval,True,False
665,73,4,7200,replication.pt,retrieval,True,False
666,74,4,7200,replication.pt,generalize,True,True
667,74,4,7200,replication.pt,generalize,True,False
668,74,4,7200,replication.pt,generalize,True,False
669,74,4,7200,replication.pt,generalize,True,False
670,74,4,7200,replication.pt,generalize,True,False
671,74,4,7200,replication.pt,retrieval,True,False
672,74,4,7200,replication.pt,retrieval,True,False
673,74,4,7200,replication.pt,retrieval,True,False
674,74,4,7200,replication.pt,retrieval,True,False
675,75,4,7200,replication.pt,generalize,True,True
676,75,4,7200,replication.pt,generalize,True,False
677,75,4,7200,replication.pt,generalize,True,False
678,75,4,7200,replication.pt,generalize,True,False
679,75,4,7200,replication.pt,generalize,True,False
680,75,4,7200,replication.pt,retrieval,True,False
681,75,4,7200,replication.pt,retrieval,True,False
682,75,4,7200,replication.pt,retrieval,True,False
683,75,4,7200,replication.pt,retrieval,True,False
684,76,4,7200,replication.pt,generalize,True,True
685,76,4,7200,replication.pt,generalize,True,False
686,76,4,7200,replication.pt,generalize,True,False
687,76,4,7200,replication.pt,generalize,True,False
688,76,4,7200,replication.pt,generalize,True,False
689,76,4,7200,replication.pt,retrieval,True,False
690,76,4,7200,replication.pt,retrieval,True,False
691,76,4,7200,replication.pt,retrieval,True,False
692,76,4,7200,replication.pt,retrieval,True,False
693,77,4,7200,replication.pt,generalize,True,True
694,77,4,7200,replication.pt,generalize,True,False
695,77,4,7200,replication.pt,generalize,True,False
696,77,4,7200,replication.pt,generalize,True,False
697,77,4,7200,replication.pt,generalize,True,False
698,77,4,7200,replication.pt,retrieval,True,False
699,77,4,7200,replication.pt,retrieval,True,False
700,77,4,7200,replication.pt,retrieval,True,False
701,77,4,7200,replication.pt,retrieval,True,False
702,78,4,7200,replication.pt,generalize,True,True
703,78,4,7200,replication.pt,generalize,True,False
704,78,4,7200,replication.pt,generalize,True,False
705,78,4,7200,replication.pt,generalize,True,False
706,78,4,7200,replication.pt,generalize,True,False
707,78,4,7200,replication.pt,retrieval,True,False
708,78,4,7200,replication.pt,retrieval,True,False
709,78,4,7200,replication.pt,retrieval,True,False
710,78,4,7200,replication.pt,retrieval,True,False
711,79,4,7200,replication.pt,generalize,True,True
712,79,4,7200,replication.pt,generalize,True,False
713,79,4,7200,replication.pt,generalize,True,False
714,79,4,7200,replication.pt,generalize,True,False
715,79,4,7200,replication.pt,generalize,True,False
716,79,4,7200,replication.pt,retrieval,True,False
717,79,4,7200,replication.pt,retrieval,True,False
718,79,4,7200,replication.pt,retrieval,True,False
719,79,4,7200,replication.pt,retrieval,True,False
720,80,4,7200,replication.pt,generalize,True,True
721,80,4,7200,replication.pt,generalize,True,False
722,80,4,7200,replication.pt,generalize,True,False
723,80,4,7200,replication.pt,generalize,True,False
724,80,4,7200,replication.pt,generalize,True,False
725,80,4,7200,replication.pt,retrieval,True,False
726,80,4,7200,replication.pt,retrieval,True,False
727,80,4,7200,replication.pt,retrieval,True,False
728,80,4,7200,replication.pt,retrieval,True,False
729,81,4,7200,replication.pt,generalize,True,True
730,81,4,7200,replication.pt,generalize,True,False
731,81,4,7200,replication.pt,generalize,True,False
732,81,4,7200,replication.pt,generalize,True,False
733,81,4,7200,replication.pt,generalize,True,False
734,81,4,7200,replication.pt,retrieval,True,False
735,81,4,7200,replication.pt,retrieval,True,False
736,81,4,7200,replication.pt,retrieval,True,False
737,81,4,7200,replication.pt,retrieval,True,False
738,82,4,7200,replication.pt,generalize,True,True
739,82,4,7200,replication.pt,generalize,True,False
740,82,4,7200,replication.pt,generalize,True,False
741,82,4,7200,replication.pt,generalize,True,False
742,82,4,7200,replication.pt,generalize,True,False
743,82,4,7200,replication.pt,retrieval,True,False
744,82,4,7200,replication.pt,retrieval,True,False
745,82,4,7200,replication.pt,retrieval,True,False
746,82,4,7200,replication.pt,retrieval,True,False
747,83,4,7200,replication.pt,generalize,True,True
748,83,4,7200,replication.pt,generalize,True,False
749,83,4,7200,replication.pt,generalize,True,False
750,83,4,7200,replication.pt,generalize,True,False
751,83,4,7200,replication.pt,generalize,True,False
752,83,4,7200,replication.pt,retrieval,True,False
753,83,4,7200,replication.pt,retrieval,True,False
754,83,4,7200,replication.pt,retrieval,True,False
755,83,4,7200,replication.pt,retrieval,True,False
756,84,4,7200,replication.pt,generalize,True,True
757,84,4,7200,replication.pt,generalize,True,False
758,84,4,7200,replication.pt,generalize,True,False
759,84,4,7200,replication.pt,generalize,True,False
760,84,4,7200,replication.pt,generalize,True,False
761,84,4,7200,replication.pt,retrieval,True,False
762,84,4,7200,replication.pt,retrieval,True,False
763,84,4,7200,replication.pt,retrieval,True,False
764,84,4,7200,replication.pt,retrieval,True,False
765,85,4,7200,replication.pt,generalize,True,True
766,85,4,7200,replication.pt,generalize,True,False
767,85,4,7200,replication.pt,generalize,True,False
768,85,4,7200,replication.pt,generalize,True,False
769,85,4,7200,replication.pt,generalize,True,False
770,85,4,7200,replication.pt,retrieval,True,False
771,85,4,7200,replication.pt,retrieval,True,False
772,85,4,7200,replication.pt,retrieval,True,False
773,85,4,7200,replication.pt,retrieval,True,False
774,86,4,7200,replication.pt,generalize,True,True
775,86,4,7200,replication.pt,generalize,True,False
776,86,4,7200,replication.pt,generalize,True,False
777,86,4,7200,replication.pt,generalize,True,False
778,86,4,7200,replication.pt,generalize,True,False
779,86,4,7200,replication.pt,retrieval,True,False
780,86,4,7200,replication.pt,retrieval,True,False
781,86,4,7200,replication.pt,retrieval,True,False
782,86,4,7200,replication.pt,retrieval,True,False
783,87,4,7200,replication.pt,generalize,True,True
784,87,4,7200,replication.pt,generalize,True,False
785,87,4,7200,replication.pt,generalize,True,False
786,87,4,7200,replication.pt,generalize,True,False
787,87,4,7200,replication.pt,generalize,True,False
788,87,4,7200,replication.pt,retrieval,True,False
789,87,4,7200,replication.pt,retrieval,True,False
790,87,4,7200,replication.pt,retrieval,True,False
791,87,4,7200,replication.pt,retrieval,True,False
792,88,4,7200,replication.pt,generalize,True,True
793,88,4,7200,replication.pt,generalize,True,False
794,88,4,7200,replication.pt,generalize,True,False
795,88,4,7200,replication.pt,generalize,True,False
796,88,4,7200,replication.pt,generalize,True,False
797,88,4,7200,replication.pt,retrieval,True,False
798,88,4,7200,replication.pt,retrieval,True,False
799,88,4,7200,replication.pt,retrieval,True,False
800,88,4,7200,replication.pt,retrieval,True,False
801,89,4,7200,replication.pt,generalize,True,True
802,89,4,7200,replication.pt,generalize,True,False
803,89,4,7200,replication.pt,generalize,True,False
804,89,4,7200,replication.pt,generalize,True,False
805,89,4,7200,replication.pt,generalize,True,False
806,89,4,7200,replication.pt,retrieval,True,False
807,89,4,7200,replication.pt,retrieval,True,False
808,89,4,7200,replication.pt,retrieval,True,False
809,89,4,7200,replication.pt,retrieval,True,False
810,90,4,7200,replication.pt,generalize,True,True
811,90,4,7200,replication.pt,generalize,True,False
812,90,4,7200,replication.pt,generalize,True,False
813,90,4,7200,replication.pt,generalize,True,False
814,90,4,7200,replication.pt,generalize,True,False
815,90,4,7200,replication.pt,retrieval,True,False
816,90,4,7200,replication.pt,retrieval,True,False
817,90,4,7200,replication.pt,retrieval,True,False
818,90,4,7200,replication.pt,retrieval,True,False
819,91,4,7200,replication.pt,generalize,True,True
820,91,4,7200,replication.pt,generalize,True,False
821,91,4,7200,replication.pt,generalize,True,False
822,91,4,7200,replication.pt,generalize,True,False
823,91,4,7200,replication.pt,generalize,True,False
824,91,4,7200,replication.pt,retrieval,True,False
825,91,4,7200,replication.pt,retrieval,True,False
826,91,4,7200,replication.pt,retrieval,True,False
827,91,4,7200,replication.pt,retrieval,True,False
828,92,4,7200,replication.pt,generalize,True,True
829,92,4,7200,replication.pt,generalize,True,False
830,92,4,7200,replication.pt,generalize,True,False
831,92,4,7200,replication.pt,generalize,True,False
832,92,4,7200,replication.pt,generalize,True,False
833,92,4,7200,replication.pt,retrieval,True,False
834,92,4,7200,replication.pt,retrieval,True,False
835,92,4,7200,replication.pt,retrieval,True,False
836,92,4,7200,replication.pt,retrieval,True,False
837,93,4,7200,replication.pt,generalize,True,True
838,93,4,7200,replication.pt,generalize,True,False
839,93,4,7200,replication.pt,generalize,True,False
840,93,4,7200,replication.pt,generalize,True,False
841,93,4,7200,replication.pt,generalize,True,False
842,93,4,7200,replication.pt,retrieval,True,False
843,93,4,7200,replication.pt,retrieval,True,False
844,93,4,7200,replication.pt,retrieval,True,False
845,93,4,7200,replication.pt,retrieval,True,False
846,94,4,7200,replication.pt,generalize,True,True
847,94,4,7200,replication.pt,generalize,True,False
848,94,4,7200,replication.pt,generalize,True,False
849,94,4,7200,replication.pt,generalize,True,False
850,94,4,7200,replication.pt,generalize,True,False
851,94,4,7200,replication.pt,retrieval,True,False
852,94,4,7200,replication.pt,retrieval,True,False
853,94,4,7200,replication.pt,retrieval,True,False
854,94,4,7200,replication.pt,retrieval,True,False
855,95,4,7200,replication.pt,generalize,True,True
856,95,4,7200,replication.pt,generalize,True,False
857,95,4,7200,replication.pt,generalize,True,False
858,95,4,7200,replication.pt,generalize,True,False
859,95,4,7200,replication.pt,generalize,True,False
860,95,4,7200,replication.pt,retrieval,True,False
861,95,4,7200,replication.pt,retrieval,True,False
862,95,4,7200,replication.pt,retrieval,True,False
863,95,4,7200,replication.pt,retrieval,True,False
864,96,4,7200,replication.pt,generalize,True,True
865,96,4,7200,replication.pt,generalize,True,False
866,96,4,7200,replication.pt,generalize,True,False
867,96,4,7200,replication.pt,generalize,True,False
868,96,4,7200,replication.pt,generalize,True,False
869,96,4,7200,replication.pt,retrieval,True,False
870,96,4,7200,replication.pt,retrieval,True,False
871,96,4,7200,replication.pt,retrieval,True,False
872,96,4,7200,replication.pt,retrieval,True,False
873,97,4,7200,replication.pt,generalize,True,True
874,97,4,7200,replication.pt,generalize,True,False
875,97,4,7200,replication.pt,generalize,True,False
876,97,4,7200,replication.pt,generalize,True,False
877,97,4,7200,replication.pt,generalize,True,False
878,97,4,7200,replication.pt,retrieval,True,False
879,97,4,7200,replication.pt,retrieval,True,False
880,97,4,7200,replication.pt,retrieval,True,False
881,97,4,7200,replication.pt,retrieval,True,False
882,98,4,7200,replication.pt,generalize,True,True
883,98,4,7200,replication.pt,generalize,True,False
884,98,4,7200,replication.pt,generalize,True,False
885,98,4,7200,replication.pt,generalize,True,False
886,98,4,7200,replication.pt,generalize,True,False
887,98,4,7200,replication.pt,retrieval,True,False
888,98,4,7200,replication.pt,retrieval,True,False
889,98,4,7200,replication.pt,retrieval,True,False
890,98,4,7200,replication.pt,retrieval,True,False
891,99,4,7200,replication.pt,generalize,True,True
892,99,4,7200,replication.pt,generalize,True,False
893,99,4,7200,replication.pt,generalize,True,False
894,99,4,7200,replication.pt,generalize,True,False
895,99,4,7200,replication.pt,generalize,True,False
896,99,4,7200,replication.pt,generalize,True,False
897,99,4,7200,replication.pt,generalize,True,False
898,99,4,7200,replication.pt,generalize,True,False
0,0,5,2899,replication.pt,generalize,True,True
1,0,5,2899,replication.pt,generalize,True,False
2,0,5,2899,replication.pt,generalize,True,False
3,0,5,2899,replication.pt,generalize,True,False
4,0,5,2899,replication.pt,generalize,True,False
5,0,5,2899,replication.pt,retrieval,True,False
6,0,5,2899,replication.pt,retrieval,True,False
7,0,5,2899,replication.pt,retrieval,True,False
8,0,5,2899,replication.pt,retrieval,True,False
9,1,5,2899,replication.pt,generalize,True,True
10,1,5,2899,replication.pt,generalize,True,False
11,1,5,2899,replication.pt,generalize,True,False
12,1,5,2899,replication.pt,generalize,True,False
13,1,5,2899,replication.pt,generalize,True,False
14,1,5,2899,replication.pt,retrieval,True,False
15,1,5,2899,replication.pt,retrieval,True,False
16,1,5,2899,replication.pt,retrieval,True,False
17,1,5,2899,replication.pt,retrieval,True,False
18,2,5,2899,replication.pt,generalize,True,True
19,2,5,2899,replication.pt,generalize,True,False
20,2,5,2899,replication.pt,generalize,True,False
21,2,5,2899,replication.pt,generalize,True,False
22,2,5,2899,replication.pt,generalize,True,False
23,2,5,2899,replication.pt,retrieval,True,False
24,2,5,2899,replication.pt,retrieval,True,False
25,2,5,2899,replication.pt,retrieval,True,False
26,2,5,2899,replication.pt,retrieval,True,False
27,3,5,2899,replication.pt,generalize,True,True
28,3,5,2899,replication.pt,generalize,True,False
29,3,5,2899,replication.pt,generalize,True,False
30,3,5,2899,replication.pt,generalize,True,False
31,3,5,2899,replication.pt,generalize,True,False
32,3,5,2899,replication.pt,retrieval,True,False
33,3,5,2899,replication.pt,retrieval,True,False
34,3,5,2899,replication.pt,retrieval,True,False
35,3,5,2899,replication.pt,retrieval,True,False
36,4,5,2899,replication.pt,generalize,True,True
37,4,5,2899,replication.pt,generalize,True,False
38,4,5,2899,replication.pt,generalize,True,False
39,4,5,2899,replication.pt,generalize,True,False
40,4,5,2899,replication.pt,generalize,True,False
41,4,5,2899,replication.pt,retrieval,True,False
42,4,5,2899,replication.pt,retrieval,True,False
43,4,5,2899,replication.pt,retrieval,True,False
44,4,5,2899,replication.pt,retrieval,True,False
45,5,5,2899,replication.pt,generalize,True,True
46,5,5,2899,replication.pt,generalize,True,False
47,5,5,2899,replication.pt,generalize,True,False
48,5,5,2899,replication.pt,generalize,True,False
49,5,5,2899,replication.pt,generalize,True,False
50,5,5,2899,replication.pt,retrieval,True,False
51,5,5,2899,replication.pt,retrieval,True,False
52,5,5,2899,replication.pt,retrieval,True,False
53,5,5,2899,replication.pt,retrieval,True,False
54,6,5,2899,replication.pt,generalize,True,True
55,6,5,2899,replication.pt,generalize,True,False
56,6,5,2899,replication.pt,generalize,True,False
57,6,5,2899,replication.pt,generalize,True,False
58,6,5,2899,replication.pt,generalize,True,False
59,6,5,2899,replication.pt,retrieval,True,False
60,6,5,2899,replication.pt,retrieval,True,False
61,6,5,2899,replication.pt,retrieval,True,False
62,6,5,2899,replication.pt,retrieval,True,False
63,7,5,2899,replication.pt,generalize,True,True
64,7,5,2899,replication.pt,generalize,True,False
